SampleID	site	Rep_of_sample	Filter_vol	longitude	latitude	altitude	date	status	team	river	tributary	river_width	river_depth	water_velocity	TEMP	PH	DO	conductivity	PrevDayRain	DayRain	DistFromPAedge	Regional_Division
23GLG58-1	GLG58	1	7.6	97.57028	24.74194	322	20230514	sample	1	dy	yes	1.5	30	0.7	22	8.78	10.9	277	5.1	5.1	0	Southwest
23GLG58-2	GLG58	2	6.2	97.57028	24.74194	322	20230514	sample	1	dy	yes	1.5	30	0.7	22	8.78	10.9	277	5.1	5.1	0	Southwest
23GLG58-3	GLG58	3	8.1	97.57028	24.74194	322	20230514	sample	1	dy	yes	1.5	30	0.7	22	8.78	10.9	277	5.1	5.1	0	Southwest
23GLG59-1	GLG59	1	6.6	97.58194	24.71361	294	20230514	sample	1	dy	yes	10	80	0.3	23.2	8.51	10.9	107	5.1	5.1	-0.8	Southwest
23GLG59-2	GLG59	2	6.7	97.58194	24.71361	294	20230514	sample	1	dy	yes	10	80	0.3	23.2	8.51	10.9	107	5.1	5.1	-0.8	Southwest
23GLG59-3	GLG59	3	7.3	97.58194	24.71361	294	20230514	sample	1	dy	yes	10	80	0.3	23.2	8.51	10.9	107	5.1	5.1	-0.8	Southwest
23GLG60-1	GLG60	1	6.7	97.59139	24.66472	720	20230515	sample	1	dy	yes	2	30	0.61	20.1	9.45	10.3	98	5.1	19	-0.6	Southwest
23GLG60-2	GLG60	2	6.9	97.59139	24.66472	720	20230515	sample	1	dy	yes	2	30	0.61	20.1	9.45	10.3	98	5.1	19	-0.6	Southwest
23GLG60-3	GLG60	3	7	97.59139	24.66472	720	20230515	sample	1	dy	yes	2	30	0.61	20.1	9.45	10.3	98	5.1	19	-0.6	Southwest
23GLG60-4	GLG60	4	4	97.59139	24.66472	720	20230515	sample	1	dy	yes	2	30	0.61	20.1	9.45	10.3	98	5.1	19	-0.6	Southwest
23GLG61-1	GLG61	1	2.6	97.60556	24.60556	1324	20230515	sample	1	dy	yes	6	30	1.194	18	8.26	9.7	57	5.1	19	2.4	Southwest
23GLG61-2	GLG61	2	2.6	97.60556	24.60556	1324	20230515	sample	1	dy	yes	6	30	1.194	18	8.26	9.7	57	5.1	19	2.4	Southwest
23GLG61-3	GLG61	3	2.9	97.60556	24.60556	1324	20230515	sample	1	dy	yes	6	30	1.194	18	8.26	9.7	57	5.1	19	2.4	Southwest
23GLG62-1	GLG62	1	6.5	97.56814	24.69969	296	20230516	sample	1	dy	yes	2	40	0.19	22.3	NA	11	152	19	2.5	-0.4	Southwest
23GLG62-2	GLG62	2	6.1	97.56814	24.69969	296	20230516	sample	1	dy	yes	2	40	0.19	22.3	NA	11	152	19	2.5	-0.4	Southwest
23GLG62-3	GLG62	3	6.3	97.56814	24.69969	296	20230516	sample	1	dy	yes	2	40	0.19	22.3	NA	11	152	19	2.5	-0.4	Southwest
23GLG63-1	GLG63	1	6.2	97.58806	24.68056	546	20230516	sample	1	dy	yes	2	40	0.6	20.5	NA	10.7	96	19	2.5	0	Southwest
23GLG63-2	GLG63	2	7	97.58806	24.68056	546	20230516	sample	1	dy	yes	2	40	0.6	20.5	NA	10.7	96	19	2.5	0	Southwest
23GLG63-3	GLG63	3	6.2	97.58806	24.68056	546	20230516	sample	1	dy	yes	2	40	0.6	20.5	NA	10.7	96	19	2.5	0	Southwest
23GLG64-1	GLG64	1	4.3	97.978583	25.15494	1744	20230516	sample	1	dy	yes	10	90	0.667	15.3	NA	9.6	35	19	2.5	6.5	Southwest
23GLG64-2	GLG64	2	3.6	97.978583	25.15494	1744	20230516	sample	1	dy	yes	10	90	0.667	15.3	NA	9.6	35	19	2.5	6.5	Southwest
23GLG64-3	GLG64	3	7.1	97.978583	25.15494	1744	20230516	sample	1	dy	yes	10	90	0.667	15.3	NA	9.6	35	19	2.5	6.5	Southwest
23GLG65-1	GLG65	1	0.6	97.92778	25.15556	1764	20230516	sample	1	dy	yes	4	70	0.7	14.6	NA	10.6	87	19	2.5	2	Southwest
23GLG65-2	GLG65	2	0.6	97.92778	25.15556	1764	20230516	sample	1	dy	yes	4	70	0.7	14.6	NA	10.6	87	19	2.5	2	Southwest
23GLG65-3	GLG65	3	0.6	97.92778	25.15556	1764	20230516	sample	1	dy	yes	4	70	0.7	14.6	NA	10.6	87	19	2.5	2	Southwest
23GLG66-1	GLG66	1	7.6	98.02075	25.23647	1947	20230517	sample	1	dy	yes	8	100	0.7	13	NA	9.9	22	2.5	0	2.1	Southwest
23GLG66-2	GLG66	2	6.5	98.02075	25.23647	1947	20230517	sample	1	dy	yes	8	100	0.7	13	NA	9.9	22	2.5	0	2.1	Southwest
23GLG66-3	GLG66	3	6.8	98.02075	25.23647	1947	20230517	sample	1	dy	yes	8	100	0.7	13	NA	9.9	22	2.5	0	2.1	Southwest
23GLG67-1	GLG67	1	2.7	98.09361	25.27361	1554	20230517	sample	1	dy	yes	15	100	0.5	16.2	NA	9.4	37	2.5	0	3.9	Southwest
23GLG67-2	GLG67	2	3.3	98.09361	25.27361	1554	20230517	sample	1	dy	yes	15	100	0.5	16.2	NA	9.4	37	2.5	0	3.9	Southwest
23GLG67-3	GLG67	3	4.1	98.09361	25.27361	1554	20230517	sample	1	dy	yes	15	100	0.5	16.2	NA	9.4	37	2.5	0	3.9	Southwest
23GLG68-1	GLG68	1	2.6	98.12472	24.96611	988	20230517	sample	1	dy	no	150	NA	0.1	18.4	NA	7.7	83	2.5	0	NA	Southwest
23GLG68-2	GLG68	2	2.8	98.12472	24.96611	988	20230517	sample	1	dy	no	150	NA	0.1	18.4	NA	7.7	83	2.5	0	NA	Southwest
23GLG68-3	GLG68	3	3.2	98.12472	24.96611	988	20230517	sample	1	dy	no	150	NA	0.1	18.4	NA	7.7	83	2.5	0	NA	Southwest
JNC1	GLG01	NA	0.5	98.84333	25.87417	836	20230421	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JNC2	GLG04	NA	0.5	98.85528	26.13444	1001	20230422	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JNC3	GLG07	NA	0.5	98.86028	26.95944	1240	20230423	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JNC5	GLG09	NA	0.5	98.59139	28.04528	1563	20230425	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JNC6	GLG13	NA	0.5	98.41111	27.91111	2207	20230426	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JNC7	GLG17	NA	0.5	98.20417	28.21556	2345	20230427	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JNC8	GLG25	NA	0.5	98.34917	27.69944	1439	20230428	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JNC9	GLG30	NA	0.5	98.84417	26.85972	1414	20230430	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JNC10	GLG37	NA	0.5	98.84444	25.74917	945	20230501	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JNC11	GLG41	NA	0.5	98.80667	25.30667	1176	20230502	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JNC12	GLG42	NA	0.5	98.67361	25.03284	1282	20230504	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JNC13	GLG43	NA	0.5	98.47917	25.33417	1683	20230505	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JNC14	GLG44	NA	0.5	98.36669	25.10422	1482	20230506	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JNC15	GLG46	NA	0.5	98.22678	25.42025	1886	20230508	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JNC16	GLG47	NA	0.5	98.17664	25.11187	1030	20230509	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JNC17	GLG50	NA	0.5	98.12822	25.15589	1045	20230510	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JNC18	GLG52	NA	0.5	97.92778	25.15556	1764	20230511	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JNC19	GLG55	NA	0.5	97.82444	24.97111	1259	20230512	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JNC20	GLG58	NA	0.5	97.57028	24.74194	322	20230514	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JNC21	GLG60	NA	0.5	97.59139	24.66472	720	20230515	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JNC22	GLG62	NA	0.5	97.56814	24.69969	296	20230516	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JNC23	GLG66	NA	0.5	98.02075	25.23647	1947	20230517	sample-neg-control	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23033-1	GLG23033	1	5.23	97.7165	24.7706	1652	20230514	sample	2	dy	yes	12.1	11	0.649	14.6	8.7	7.8	36	5.1	5.1	7	Southwest
23033-2	GLG23033	2	4.97	97.7165	24.7706	1652	20230514	sample	2	dy	yes	12.1	11	0.649	14.6	8.7	7.8	36	5.1	5.1	7	Southwest
23033-3	GLG23033	3	5.42	97.7165	24.7706	1652	20230514	sample	2	dy	yes	12.1	11	0.649	14.6	8.7	7.8	36	5.1	5.1	7	Southwest
23034-1	GLG23034	1	7.31	97.718	24.8064	1789	20230514	sample	2	dy	yes	10.8	9	0.147	14.6	8.51	7.8	32	5.1	5.1	0	Southwest
23034-2	GLG23034	2	7.01	97.718	24.8064	1789	20230514	sample	2	dy	yes	10.8	9	0.147	14.6	8.51	7.8	32	5.1	5.1	0	Southwest
23034-3	GLG23034	3	4.86	97.718	24.8064	1789	20230514	sample	2	dy	yes	10.8	9	0.147	14.6	8.51	7.8	32	5.1	5.1	0	Southwest
23035-1	GLG23035	1	4.21	97.6605	24.6304	1296	20230514	sample	2	dy	yes	21.9	12	0.566	18.1	8.37	9.4	47	5.1	5.1	NA	Southwest
23035-2	GLG23035	2	4.61	97.6605	24.6304	1296	20230514	sample	2	dy	yes	21.9	12	0.566	18.1	8.37	9.4	47	5.1	5.1	NA	Southwest
23035-3	GLG23035	3	6.01	97.6605	24.6304	1296	20230514	sample	2	dy	yes	21.9	12	0.566	18.1	8.37	9.4	47	5.1	5.1	NA	Southwest
23036-1	GLG23036	1	2.05	97.6227	24.5132	1300	20230515	sample	2	dy	yes	9.2	32	0.178	16.8	8.49	9.3	42	5.1	19	2.5	Southwest
23036-2	GLG23036	2	1.51	97.6227	24.5132	1300	20230515	sample	2	dy	yes	9.2	32	0.178	16.8	8.49	9.3	42	5.1	19	2.5	Southwest
23036-3	GLG23036	3	1.57	97.6227	24.5132	1300	20230515	sample	2	dy	yes	9.2	32	0.178	16.8	8.49	9.3	42	5.1	19	2.5	Southwest
23037-1	GLG23037	1	1.38	97.5534	24.486	405	20230515	sample	2	dy	yes	18.4	34	0.299	20.3	8.58	10.7	80	5.1	19	0	Southwest
23037-2	GLG23037	2	1.78	97.5534	24.486	405	20230515	sample	2	dy	yes	18.4	34	0.299	20.3	8.58	10.7	80	5.1	19	0	Southwest
23037-3	GLG23037	3	0.9	97.5534	24.486	405	20230515	sample	2	dy	yes	18.4	34	0.299	20.3	8.58	10.7	80	5.1	19	0	Southwest
23038-1	GLG23038	1	4.25	97.5319	24.4376	220	20230516	sample	2	dy	yes	23.8	25	0.455	21.9	8.24	11.2	127	19	2.5	0	Southwest
23038-2	GLG23038	2	3.85	97.5319	24.4376	220	20230516	sample	2	dy	yes	23.8	25	0.455	21.9	8.24	11.2	127	19	2.5	0	Southwest
23038-3	GLG23038	3	7.49	97.5319	24.4376	220	20230516	sample	2	dy	yes	23.8	25	0.455	21.9	8.24	11.2	127	19	2.5	0	Southwest
23039-1	GLG23039	1	3.99	97.6576	24.467	822	20230516	sample	2	dy	yes	8.2	22	0.515	21.7	8.26	9.1	88	19	2.5	4	Southwest
23039-2	GLG23039	2	3.72	97.6576	24.467	822	20230516	sample	2	dy	yes	8.2	22	0.515	21.7	8.26	9.1	88	19	2.5	4	Southwest
23039-3	GLG23039	3	4.33	97.6576	24.467	822	20230516	sample	2	dy	yes	8.2	22	0.515	21.7	8.26	9.1	88	19	2.5	4	Southwest
23040-1	GLG23040	1	1	97.9103	24.6798	772	20230516	sample	2	dy	no	85.4	NA	0.175	20.8	8.4	9	115	19	2.5	NA	Southwest
23040-2	GLG23040	2	0.73	97.9103	24.6798	772	20230516	sample	2	dy	no	85.4	NA	0.175	20.8	8.4	9	115	19	2.5	NA	Southwest
23040-3	GLG23040	3	1.06	97.9103	24.6798	772	20230516	sample	2	dy	no	85.4	NA	0.175	20.8	8.4	9	115	19	2.5	NA	Southwest
23041b-1	GLG23041b	1	1.06	98.2037	24.7823	929	20230517	sample	2	dy	yes	29.3	42	0.092	21.7	8.23	8.2	229	2.3	0	NA	Southwest
23041b-2	GLG23041b	2	0.77	98.2037	24.7823	929	20230517	sample	2	dy	yes	29.3	42	0.092	21.7	8.23	8.2	229	2.3	0	NA	Southwest
23041b-3	GLG23041b	3	0.85	98.2037	24.7823	929	20230517	sample	2	dy	yes	29.3	42	0.092	21.7	8.23	8.2	229	2.3	0	NA	Southwest
23041a-1	GLG23041a	1	1.46	98.3566	24.8805	1028	20230517	sample	2	dy	yes	36.6	70	0.303	22.2	8.47	9.3	104	2.3	0	NA	Southwest
23041a-2	GLG23041a	2	1.8	98.3566	24.8805	1028	20230517	sample	2	dy	yes	36.6	70	0.303	22.2	8.47	9.3	104	2.3	0	NA	Southwest
23041a-3	GLG23041a	3	2.04	98.3566	24.8805	1028	20230517	sample	2	dy	yes	36.6	70	0.303	22.2	8.47	9.3	104	2.3	0	NA	Southwest
23042-1	GLG23042	1	1.08	98.2429	24.6727	1011	20230517	sample	2	lc	yes	11.1	32	0.415	24.8	8.32	7.2	159	2.3	0	NA	Southwest
23042-2	GLG23042	2	0.42	98.2429	24.6727	1011	20230517	sample	2	lc	yes	11.1	32	0.415	24.8	8.32	7.2	159	2.3	0	NA	Southwest
23042-3	GLG23042	3	0.58	98.2429	24.6727	1011	20230517	sample	2	lc	yes	11.1	32	0.415	24.8	8.32	7.2	159	2.3	0	NA	Southwest
23043-1	GLG23043	1	1.37	98.2715	24.5415	836	20230517	sample	2	lc	no	134.6	NA	0.693	22.8	8.49	7.3	183	2.3	0	NA	Southwest
23043-2	GLG23043	2	1.07	98.2715	24.5415	836	20230517	sample	2	lc	no	134.6	NA	0.693	22.8	8.49	7.3	183	2.3	0	NA	Southwest
23043-3	GLG23043	3	0.8	98.2715	24.5415	836	20230517	sample	2	lc	no	134.6	NA	0.693	22.8	8.49	7.3	183	2.3	0	NA	Southwest
23044-1	GLG23044	1	0.8	97.8946	24.6748	792	20230518	sample	2	dy	yes	30.2	NA	NA	22.5	8.23	3.5	143	0	0	NA	Southwest
23044-2	GLG23044	2	1.3	97.8946	24.6748	792	20230518	sample	2	dy	yes	30.2	NA	NA	22.5	8.23	3.5	143	0	0	NA	Southwest
23044-3	GLG23044	3	0.65	97.8946	24.6748	792	20230518	sample	2	dy	yes	30.2	NA	NA	22.5	8.23	3.5	143	0	0	NA	Southwest
23045-1	GLG23045	1	1.47	97.7303	24.4765	782	20230518	sample	2	dy	yes	12	NA	0.78	20.8	8.64	8.5	75	0	0	NA	Southwest
23045-2	GLG23045	2	1.26	97.7303	24.4765	782	20230518	sample	2	dy	yes	12	NA	0.78	20.8	8.64	8.5	75	0	0	NA	Southwest
23045-3	GLG23045	3	1.18	97.7303	24.4765	782	20230518	sample	2	dy	yes	12	NA	0.78	20.8	8.64	8.5	75	0	0	NA	Southwest
23046-1	GLG23046	1	3.65	97.8067	24.4246	1355	20230518	sample	2	dy	yes	10.5	NA	0.319	23.1	8.3	8.4	86	0	0	NA	Southwest
23046-2	GLG23046	2	3.53	97.8067	24.4246	1355	20230518	sample	2	dy	yes	10.5	NA	0.319	23.1	8.3	8.4	86	0	0	NA	Southwest
23046-3	GLG23046	3	3.35	97.8067	24.4246	1355	20230518	sample	2	dy	yes	10.5	NA	0.319	23.1	8.3	8.4	86	0	0	NA	Southwest
23047-1	GLG23047	1	0.83	97.856	24.2546	894	20230518	sample	2	lc	yes	54.5	na	0.29	29.4	8.13	6.5	118	0	0	NA	Southwest
23047-2	GLG23047	2	1.12	97.856	24.2546	894	20230518	sample	2	lc	yes	54.5	na	0.29	29.4	8.13	6.5	118	0	0	NA	Southwest
23047-3	GLG23047	3	1.71	97.856	24.2546	894	20230518	sample	2	lc	yes	54.5	na	0.29	29.4	8.13	6.5	118	0	0	NA	Southwest
23048-1	GLG23048	1	4.33	98.0218	24.4749	963	20230518	sample	2	lc	yes	19.5	NA	0.232	26.8	8.26	8	88	0	0	NA	Southwest
23048-2	GLG23048	2	1.74	98.0218	24.4749	963	20230518	sample	2	lc	yes	19.5	NA	0.232	26.8	8.26	8	88	0	0	NA	Southwest
23048-3	GLG23048	3	2.58	98.0218	24.4749	963	20230518	sample	2	lc	yes	19.5	NA	0.232	26.8	8.26	8	88	0	0	NA	Southwest
23049-1	GLG23049	1	2.58	97.957	24.0631	729	20230519	sample	2	lc	no	135	NA	305	21.1	8.44	7.6	167	0	0	NA	Southwest
23049-2	GLG23049	2	2.29	97.957	24.0631	729	20230519	sample	2	lc	no	135	NA	305	21.1	8.44	7.6	167	0	0	NA	Southwest
23049-3	GLG23049	3	2.26	97.957	24.0631	729	20230519	sample	2	lc	no	135	NA	305	21.1	8.44	7.6	167	0	0	NA	Southwest
23050-1	GLG23050	1	4.31	98.1037	24.1656	738	20230519	sample	2	lc	yes	275	NA	NA	22.4	8.8	7	155	0	0	NA	Southwest
23050-2	GLG23050	2	2.2	98.1037	24.1656	738	20230519	sample	2	lc	yes	275	NA	NA	22.4	8.8	7	155	0	0	NA	Southwest
23050-3	GLG23050	3	1.91	98.1037	24.1656	738	20230519	sample	2	lc	yes	275	NA	NA	22.4	8.8	7	155	0	0	NA	Southwest
23051-1	GLG23051	1	7.24	98.1383	24.2319	734	20230519	sample	2	lc	yes	81	NA	0.043	25.1	8.45	7.4	145	0	0	NA	Southwest
23051-2	GLG23051	2	8.38	98.1383	24.2319	734	20230519	sample	2	lc	yes	81	NA	0.043	25.1	8.45	7.4	145	0	0	NA	Southwest
23051-3	GLG23051	3	6.13	98.1383	24.2319	734	20230519	sample	2	lc	yes	81	NA	0.043	25.1	8.45	7.4	145	0	0	NA	Southwest
23052-1	GLG23052	1	5.85	98.5525	24.4468	831	20230519	sample	2	lc	yes	18.3	NA	0.435	27.6	8.61	8	406	0	0	NA	Southeast
23052-2	GLG23052	2	4.65	98.5525	24.4468	831	20230519	sample	2	lc	yes	18.3	NA	0.435	27.6	8.61	8	406	0	0	NA	Southeast
23052-3	GLG23052	3	4.12	98.5525	24.4468	831	20230519	sample	2	lc	yes	18.3	NA	0.435	27.6	8.61	8	406	0	0	NA	Southeast
23053-1	GLG23053	1	1.51	98.6822	24.6454	1311	20230520	sample	2	lc	yes	13.1	NA	0.295	22.3	8.82	8.7	93	1	0	NA	Southeast
23053-2	GLG23053	2	3.43	98.6822	24.6454	1311	20230520	sample	2	lc	yes	13.1	NA	0.295	22.3	8.82	8.7	93	1	0	NA	Southeast
23053-3	GLG23053	3	1.48	98.6822	24.6454	1311	20230520	sample	2	lc	yes	13.1	NA	0.295	22.3	8.82	8.7	93	1	0	NA	Southeast
23054-1	GLG23054	1	2.75	98.67	24.7045	1121	20230520	sample	2	lc	yes	7.6	NA	0.513	21.2	8.78	8.2	73	1	0	NA	Southeast
23054-2	GLG23054	2	2.86	98.67	24.7045	1121	20230520	sample	2	lc	yes	7.6	NA	0.513	21.2	8.78	8.2	73	1	0	NA	Southeast
23054-3	GLG23054	3	3.77	98.67	24.7045	1121	20230520	sample	2	lc	yes	7.6	NA	0.513	21.2	8.78	8.2	73	1	0	NA	Southeast
23055-1	GLG23055	1	4.11	98.786	24.4282	1434	20230521	sample	2	nu	yes	16.7	NA	0.186	17.2	8.62	9	73	0	0	NA	Southeast
23055-2	GLG23055	2	5.33	98.786	24.4282	1434	20230521	sample	2	nu	yes	16.7	NA	0.186	17.2	8.62	9	73	0	0	NA	Southeast
23055-3	GLG23055	3	3.87	98.786	24.4282	1434	20230521	sample	2	nu	yes	16.7	NA	0.186	17.2	8.62	9	73	0	0	NA	Southeast
23056-1	GLG23056	1	7.6	98.828	24.4968	1908	20230521	sample	2	nu	yes	3.5	15	0.328	15.2	8.45	8.9	43	0	0	NA	Southeast
23056-2	GLG23056	2	7.89	98.828	24.4968	1908	20230521	sample	2	nu	yes	3.5	15	0.328	15.2	8.45	8.9	43	0	0	NA	Southeast
23056-3	GLG23056	3	7.31	98.828	24.4968	1908	20230521	sample	2	nu	yes	3.5	15	0.328	15.2	8.45	8.9	43	0	0	NA	Southeast
23057-1	GLG23057	1	5.89	98.8908	24.5413	1942	20230521	sample	2	nu	yes	2.5	12	0.193	20.3	8.43	8.3	31	0	0	3	Southeast
23057-2	GLG23057	2	5.6	98.8908	24.5413	1942	20230521	sample	2	nu	yes	2.5	12	0.193	20.3	8.43	8.3	31	0	0	3	Southeast
23057-3	GLG23057	3	5.41	98.8908	24.5413	1942	20230521	sample	2	nu	yes	2.5	12	0.193	20.3	8.43	8.3	31	0	0	3	Southeast
23058-1	GLG23058	1	1.16	98.8977	24.5699	1969	20230521	sample	2	nu	yes	4.9	9	0.343	22.8	8.48	8.6	47	0	0	1.8	Southeast
23058-2	GLG23058	2	1.13	98.8977	24.5699	1969	20230521	sample	2	nu	yes	4.9	9	0.343	22.8	8.48	8.6	47	0	0	1.8	Southeast
23058-3	GLG23058	3	1.11	98.8977	24.5699	1969	20230521	sample	2	nu	yes	4.9	9	0.343	22.8	8.48	8.6	47	0	0	1.8	Southeast
23059-1	GLG23059	1	4.87	98.6097	25.3243	1442	20230521	sample	2	lc	no	39.2	NA	0.354	23.4	9.03	9	174	0	0	NA	Middle
23059-2	GLG23059	2	4.48	98.6097	25.3243	1442	20230521	sample	2	lc	no	39.2	NA	0.354	23.4	9.03	9	174	0	0	NA	Middle
23059-3	GLG23059	3	4.29	98.6097	25.3243	1442	20230521	sample	2	lc	no	39.2	NA	0.354	23.4	9.03	9	174	0	0	NA	Middle
23060-1	GLG23060	1	4.62	98.5333	25.617	1834	20230522	sample	2	lc	yes	39.1	NA	0.573	15.3	8.58	9.3	227	0	0	NA	Middle
23060-2	GLG23060	2	3.72	98.5333	25.617	1834	20230522	sample	2	lc	yes	39.1	NA	0.573	15.3	8.58	9.3	227	0	0	NA	Middle
23060-3	GLG23060	3	4.42	98.5333	25.617	1834	20230522	sample	2	lc	yes	39.1	NA	0.573	15.3	8.58	9.3	227	0	0	NA	Middle
23061-1	GLG23061	1	4.74	98.6782	24.8443	1161	20230522	sample	2	lc	yes	6.4	21	0.323	19.6	8.91	9.3	122	0	0	NA	Southeast
23061-2	GLG23061	2	5.14	98.6782	24.8443	1161	20230522	sample	2	lc	yes	6.4	21	0.323	19.6	8.91	9.3	122	0	0	NA	Southeast
23061-3	GLG23061	3	3.11	98.6782	24.8443	1161	20230522	sample	2	lc	yes	6.4	21	0.323	19.6	8.91	9.3	122	0	0	NA	Southeast
23062-1	GLG23062	1	2.99	98.7713	24.7307	1870	20230522	sample	2	nu	yes	2.8	21	0.648	20.9	8.4	8.3	41	0	0	NA	Southeast
23062-2	GLG23062	2	3.94	98.7713	24.7307	1870	20230522	sample	2	nu	yes	2.8	21	0.648	20.9	8.4	8.3	41	0	0	NA	Southeast
23062-3	GLG23062	3	1.67	98.7713	24.7307	1870	20230522	sample	2	nu	yes	2.8	21	0.648	20.9	8.4	8.3	41	0	0	NA	Southeast
23063-1	GLG23063	1	4.46	98.8221	24.6941	1767	20230522	sample	2	nu	yes	6.5	29	0.447	20.8	8.5	8.5	176	0	0	NA	Southeast
23063-2	GLG23063	2	4.57	98.8221	24.6941	1767	20230522	sample	2	nu	yes	6.5	29	0.447	20.8	8.5	8.5	176	0	0	NA	Southeast
23063-3	GLG23063	3	4.63	98.8221	24.6941	1767	20230522	sample	2	nu	yes	6.5	29	0.447	20.8	8.5	8.5	176	0	0	NA	Southeast
23064-1	GLG23064	1	5.84	98.9128	24.7784	707	20230522	sample	2	nu	yes	10.1	21	0.842	24.6	8.84	8.4	396	0	0	NA	Southeast
23064-2	GLG23064	2	9.21	98.9128	24.7784	707	20230522	sample	2	nu	yes	10.1	21	0.842	24.6	8.84	8.4	396	0	0	NA	Southeast
23064-3	GLG23064	3	6.45	98.9128	24.7784	707	20230522	sample	2	nu	yes	10.1	21	0.842	24.6	8.84	8.4	396	0	0	NA	Southeast
23065-1	GLG23065	1	5.56	98.8385	24.9315	922	20230522	sample	2	nu	yes	2	17	0.225	21.3	8.57	4.9	290	0	0	NA	Middle
23065-2	GLG23065	2	5.34	98.8385	24.9315	922	20230522	sample	2	nu	yes	2	17	0.225	21.3	8.57	4.9	290	0	0	NA	Middle
23065-3	GLG23065	3	5.05	98.8385	24.9315	922	20230522	sample	2	nu	yes	2	17	0.225	21.3	8.57	4.9	290	0	0	NA	Middle
23066-1	GLG23066	1	5.33	98.839	25.2364	739	20230523	sample	2	nu	yes	11	21	0.546	18.4	8.71	9.1	89	0	0	8.8	Middle
23066-2	GLG23066	2	4.31	98.839	25.2364	739	20230523	sample	2	nu	yes	11	21	0.546	18.4	8.71	9.1	89	0	0	8.8	Middle
23066-3	GLG23066	3	5.5	98.839	25.2364	739	20230523	sample	2	nu	yes	11	21	0.546	18.4	8.71	9.1	89	0	0	8.8	Middle
23067-1	GLG23067	1	6.68	98.7998	25.2776	1150	20230523	sample	2	nu	yes	13	22	0.459	18.7	8.68	9.3	65	0	0	2.5	Middle
23067-2	GLG23067	2	6.61	98.7998	25.2776	1150	20230523	sample	2	nu	yes	13	22	0.459	18.7	8.68	9.3	65	0	0	2.5	Middle
23067-3	GLG23067	3	7.1	98.7998	25.2776	1150	20230523	sample	2	nu	yes	13	22	0.459	18.7	8.68	9.3	65	0	0	2.5	Middle
23068-1	GLG23068	1	6.76	98.8321	25.0907	700	20230523	sample	2	nu	yes	9.4	28	0.397	22.8	8.75	8.2	180	0	0	5	Middle
23068-2	GLG23068	2	5.82	98.8321	25.0907	700	20230523	sample	2	nu	yes	9.4	28	0.397	22.8	8.75	8.2	180	0	0	5	Middle
23068-3	GLG23068	3	6.54	98.8321	25.0907	700	20230523	sample	2	nu	yes	9.4	28	0.397	22.8	8.75	8.2	180	0	0	5	Middle
YNC1	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNC2	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNC3	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNC4	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
